type, threadCount, insertCount, time, threshold
ApproximateCounter,12,12000000,0.428675,134217728
ApproximateCounter,6,6000000,0.319707,134217728
ApproximateCounter,48,48000000,0.848723,268435456
ApproximateCounter,24,24000000,0.581146,268435456
ApproximateCounter,12,12000000,0.418932,268435456
ApproximateCounter,6,6000000,0.310747,268435456
ApproximateCounter,48,48000000,0.86794,536870912
ApproximateCounter,24,24000000,0.571912,536870912
ApproximateCounter,12,12000000,0.394016,536870912
ApproximateCounter,6,6000000,0.323791,536870912
ApproximateCounter,48,48000000,0.83905,1073741824
ApproximateCounter,24,24000000,0.60074,1073741824
ApproximateCounter,12,12000000,0.421744,1073741824
ApproximateCounter,6,6000000,0.323757,1073741824
